from_id,to_id,day,packages,on_time_rate,distance_km,service
S09,Z040,7,82,0.884,6.72,standard
S07,Z041,7,101,0.876,9.55,standard
S14,Z042,7,74,0.902,7.24,standard
S10,Z043,7,85,0.932,7.26,same_day
S15,Z044,7,59,0.979,2.5,same_day
S23,Z045,7,25,0.93,4.07,standard
S10,Z046,7,216,0.912,23.76,standard
S21,Z047,7,29,0.92,1.73,standard
S09,Z048,7,140,0.846,26.46,standard
S18,Z049,7,19,0.892,4.12,standard
S01,Z050,7,217,0.938,8.62,standard
S14,Z051,7,76,0.878,11.64,standard
S01,Z052,7,133,0.905,12.41,standard
S21,Z053,7,89,0.904,5.97,standard
S01,Z054,7,107,0.91,10.79,standard
S18,Z055,7,71,0.823,8.65,standard
S07,Z056,7,125,0.882,4.63,standard
S09,Z057,7,137,0.872,20.85,standard
S22,Z058,7,116,0.87,1.72,standard
S09,Z059,7,171,0.85,8.69,standard
S09,Z060,7,123,0.851,29.37,standard
S09,Z061,7,76,0.789,44.17,standard
S10,Z062,7,82,0.951,16.11,same_day
S21,Z063,7,107,0.894,13.02,same_day
S02,Z064,7,43,0.917,8.04,standard
S12,Z065,7,53,0.902,14.76,standard
S11,Z066,7,229,0.889,6.9,standard
S09,Z067,7,25,0.871,5.63,standard
S21,Z068,7,115,0.899,24.91,standard
S10,Z069,7,225,0.911,5.26,same_day
S14,Z070,7,262,0.913,4.79,same_day
S22,Z071,7,52,0.876,8.35,standard
S10,Z072,7,58,0.934,12.58,same_day
S23,Z073,7,91,0.891,3.03,standard
S21,Z074,7,134,0.905,10.75,standard
S09,Z075,7,181,0.77,49.65,standard
S12,Z076,7,71,0.925,10.2,standard
S11,Z077,7,54,0.923,6.05,standard
S01,Z078,7,71,0.927,9.49,same_day
S14,Z079,7,199,0.873,14.55,standard
S09,Z080,7,15,0.827,14.83,standard
S14,Z081,7,119,0.892,5.83,standard
S05,Z082,7,25,0.801,15.55,standard
S07,Z083,7,30,0.875,4.53,standard
S16,Z084,7,224,0.916,2.53,standard
S21,Z085,7,27,0.902,19.66,standard
S18,Z086,7,88,0.906,3.41,standard
S14,Z087,7,243,0.918,7.58,same_day
S02,Z088,7,140,0.889,7.27,standard
S09,Z089,7,37,0.877,31.45,standard
S12,Z090,7,105,0.933,4.73,standard
S02,Z091,7,217,0.856,7.22,standard
S03,Z092,7,79,0.897,0.74,standard
S10,Z093,7,127,0.959,8.49,standard
S09,Z094,7,116,0.813,31.22,standard
S10,Z095,7,181,0.932,12.7,same_day
S10,Z096,7,92,0.928,14.9,same_day
S21,Z097,7,207,0.886,10.68,standard
S09,Z098,7,146,0.77,41.16,standard
S21,Z099,7,55,0.887,10.03,standard
S21,Z100,7,194,0.89,10.78,standard
S21,Z101,7,228,0.864,18.96,standard
S10,Z102,7,143,0.884,13.88,standard
S09,Z103,7,81,0.866,33.3,standard
S12,Z104,7,116,0.888,11.13,standard
S07,Z105,7,171,0.862,4.38,standard
S21,Z106,7,70,0.925,20.2,same_day
S12,Z107,7,208,0.899,15.41,same_day
S09,Z108,7,145,0.824,30.79,standard
S14,Z109,7,190,0.899,14.17,standard
S04,Z110,7,72,0.853,2.34,standard
S09,Z111,7,92,0.848,32.88,standard
S09,Z112,7,28,0.794,40.94,standard
S07,Z113,7,207,0.869,8.44,standard
S07,Z114,7,69,0.838,6.86,standard
S22,Z115,7,19,0.86,1.98,standard
S08,Z116,7,171,0.757,8.55,standard
S24,Z117,7,139,0.897,7.85,standard
S08,Z118,7,143,0.73,23.46,standard
S24,Z119,7,23,0.88,9.9,standard
S21,Z120,7,142,0.882,8.17,standard
S08,Z121,7,134,0.777,30.0,standard
S12,Z122,7,198,0.917,10.06,standard
S19,Z123,7,186,0.89,3.33,standard
S15,Z124,7,64,0.884,11.65,standard
S01,Z125,7,56,0.855,9.75,standard
S08,Z126,7,152,0.73,27.43,standard
S24,Z127,7,171,0.941,12.35,same_day
S05,Z128,7,114,0.894,5.72,standard
S05,Z129,7,70,0.825,7.77,standard
S08,Z130,7,133,0.774,12.01,standard
S08,Z131,7,142,0.786,2.49,standard
S11,Z132,7,21,0.915,5.87,standard
S10,Z133,7,130,0.939,6.83,same_day
S10,Z134,7,245,0.935,10.07,standard
S10,Z135,7,88,0.927,26.15,same_day
S01,Z136,7,76,0.947,23.17,standard
S05,Z137,7,173,0.835,2.3,standard
S18,Z138,7,23,0.858,2.39,standard
S08,Z139,7,110,0.738,17.78,standard
S08,Z140,7,116,0.777,18.59,standard
S08,Z141,7,151,0.772,13.03,standard
S24,Z142,7,48,0.881,9.22,standard
S24,Z143,7,102,0.916,3.54,standard
S18,Z144,7,52,0.885,3.88,standard
S24,Z145,7,175,0.903,4.29,standard
S08,Z146,7,97,0.738,18.83,standard
S21,Z147,7,128,0.92,10.53,standard
S08,Z148,7,108,0.77,19.3,standard
S22,Z149,7,45,0.879,2.52,standard
S01,Z150,7,263,0.897,4.69,same_day
S08,Z151,7,144,0.728,4.22,standard
S19,Z152,7,92,0.894,3.14,standard
S21,Z153,7,101,0.892,10.47,standard
S08,Z154,7,149,0.719,25.41,standard
S16,Z155,7,222,0.935,8.29,same_day
S02,Z156,7,152,0.896,14.81,same_day
S08,Z157,7,72,0.753,23.03,standard
S01,Z158,7,144,0.931,9.25,standard
S11,Z159,7,190,0.917,2.75,same_day
S10,Z160,7,152,0.934,17.88,standard
S08,Z161,7,27,0.758,13.81,standard
S02,Z162,7,100,0.862,10.1,standard
S14,Z163,7,165,0.934,14.08,same_day
S08,Z164,7,175,0.743,9.23,standard
S24,Z165,7,105,0.888,10.77,standard
S01,Z166,7,76,0.973,7.98,standard
S08,Z167,7,94,0.735,10.68,standard
S07,Z168,7,54,0.886,6.99,standard
S01,Z169,7,55,0.96,9.94,same_day
S01,Z170,7,213,0.937,27.02,same_day
S22,Z171,7,230,0.894,8.33,standard
S10,Z172,7,223,0.939,22.71,same_day
S21,Z173,7,168,0.916,24.53,standard
S10,Z174,7,32,0.92,10.89,standard
S01,Z175,7,188,0.901,16.87,standard
S08,Z176,7,71,0.744,19.01,standard
S21,Z177,7,66,0.881,20.21,standard
S02,Z178,7,154,0.907,2.34,standard
S01,Z179,7,176,0.943,13.43,standard
S10,Z180,7,179,0.921,17.05,same_day
S07,Z181,7,87,0.848,7.36,standard
S02,Z182,7,243,0.889,7.51,standard
S21,Z183,7,142,0.907,21.5,same_day
S14,Z184,7,162,0.941,4.46,same_day
S22,Z185,7,158,0.858,2.03,standard
S08,Z186,7,129,0.714,11.03,standard
S08,Z187,7,46,0.723,3.23,standard
S15,Z188,7,81,0.926,5.35,standard
S05,Z189,7,80,0.838,16.69,standard
S10,Z190,7,268,0.967,12.85,same_day
S10,Z191,7,212,0.967,23.74,same_day
S08,Z192,7,87,0.75,5.96,standard
S21,Z193,7,150,0.878,16.89,standard
S08,Z194,7,137,0.709,29.46,standard
S05,Z195,7,95,0.873,1.88,standard
S08,Z196,7,77,0.775,17.58,standard
S08,Z197,7,139,0.719,18.88,standard
S02,Z198,7,156,0.873,9.39,standard
S11,Z199,7,59,0.909,6.64,standard
S14,Z200,7,208,0.914,3.19,same_day
S24,Z201,7,171,0.875,9.51,standard
S21,Z202,7,128,0.901,12.16,standard
S12,Z203,7,205,0.894,9.2,standard
S24,Z204,7,203,0.895,5.43,standard
S08,Z205,7,90,0.726,19.77,standard
S03,Z206,7,101,0.876,4.92,standard
S08,Z207,7,65,0.814,16.78,standard
S14,Z208,7,147,0.916,12.95,standard
S13,Z209,7,58,0.833,0.48,standard
S24,Z210,7,66,0.849,9.86,standard
S22,Z211,7,136,0.853,5.06,standard
S08,Z212,7,110,0.764,12.05,standard
S05,Z213,7,114,0.858,6.28,standard
S24,Z214,7,120,0.933,6.44,same_day
S24,Z215,7,56,0.875,10.22,standard
S11,Z216,7,49,0.891,3.43,standard
S08,Z217,7,211,0.744,29.39,standard
S16,Z218,7,37,0.912,6.92,standard
S01,Z219,7,92,0.903,7.52,same_day
S09,Z220,7,122,0.885,3.22,standard
S10,Z221,7,53,0.933,19.1,same_day
S14,Z222,7,167,0.876,20.41,standard
S03,Z223,7,176,0.871,12.68,same_day
S15,Z224,7,200,0.953,9.71,same_day
S10,Z225,7,98,0.924,21.43,same_day
S08,Z226,7,30,0.791,16.32,standard
S10,Z227,7,195,0.92,6.57,standard
S14,Z228,7,104,0.907,11.04,same_day
S07,Z229,7,165,0.861,13.13,standard
S08,Z230,7,50,0.736,7.96,standard
S23,Z231,7,65,0.895,4.26,standard
S24,Z232,7,252,0.957,9.82,same_day
S21,Z233,7,230,0.913,24.03,standard
S08,Z234,7,181,0.743,21.03,standard
S10,Z235,7,209,0.94,15.58,same_day
S08,Z236,7,48,0.725,36.71,standard
S11,Z237,7,187,0.886,12.39,standard
S14,Z238,7,206,0.975,3.53,same_day
S09,Z239,7,46,0.875,7.02,standard
S08,Z240,7,52,0.748,18.78,standard
S09,Z241,7,236,0.862,5.51,standard
S01,Z242,7,58,0.927,18.37,standard
S21,Z243,7,160,0.916,23.01,standard
S12,Z244,7,52,0.874,10.66,standard
S08,Z245,7,84,0.776,28.29,standard
S21,Z246,7,93,0.89,21.34,standard
S05,Z247,7,57,0.867,4.71,standard
S23,Z248,7,161,0.866,8.08,standard
S08,Z249,7,211,0.731,15.08,standard
S24,Z250,7,253,0.921,8.91,standard
S01,Z251,7,201,0.944,5.41,same_day
S16,Z252,7,60,0.891,4.48,standard
S08,Z253,7,163,0.692,26.77,standard
S05,Z254,7,78,0.857,10.7,standard
S08,Z255,7,123,0.746,13.73,standard
S24,Z256,7,192,0.908,4.23,standard
S14,Z257,7,144,0.875,9.08,standard
S05,Z258,7,181,0.867,11.08,standard
S14,Z259,7,135,0.898,12.57,standard
S21,Z260,7,120,0.863,4.48,standard
S08,Z261,7,112,0.694,25.62,standard
S15,Z262,7,79,0.911,6.85,standard
S14,Z263,7,95,0.909,23.04,same_day
S22,Z264,7,146,0.866,5.14,standard
S05,Z265,7,28,0.863,16.83,standard
S16,Z266,7,62,0.89,4.59,standard
S18,Z267,7,143,0.867,10.55,standard
S07,Z268,7,231,0.869,7.38,standard
S08,Z269,7,43,0.721,14.47,standard
S08,Z270,7,65,0.722,19.41,standard
S24,Z271,7,118,0.87,11.6,standard
S07,Z272,7,181,0.893,12.48,standard
S15,Z273,7,146,0.905,7.9,standard
S08,Z274,7,17,0.724,10.92,standard
S21,Z275,7,134,0.886,9.65,standard
S08,Z276,7,106,0.725,23.93,standard
S08,Z277,7,129,0.695,30.22,standard
S08,Z278,7,167,0.704,26.46,standard
S08,Z279,7,134,0.723,13.22,standard
S02,Z280,7,166,0.887,6.74,standard
S07,Z281,7,98,0.901,2.81,standard
S14,Z282,7,106,0.915,15.06,standard
S21,Z283,7,54,0.884,16.98,standard
S23,Z284,7,167,0.874,3.64,standard
S11,Z285,7,174,0.864,6.92,standard
