from_id,to_id,quarter,instrument,invested_usd,pledged_usd
I027,P146,2026Q2,equity,6848000,3581000
I027,P146,2026Q3,equity,7769000,2660000
I027,P146,2026Q4,equity,8599000,1829000
B04,P146,2024Q3,debt,26985000,33184000
B04,P146,2024Q4,debt,41809000,18360000
B04,P146,2025Q1,debt,48485000,11684000
B04,P146,2025Q2,debt,40407000,19762000
B04,P146,2025Q3,debt,43914000,16255000
B04,P146,2025Q4,debt,47466000,12703000
B04,P146,2026Q1,debt,49182000,10987000
B04,P146,2026Q2,debt,51335000,8834000
B04,P146,2026Q3,debt,50212000,9957000
B04,P146,2026Q4,debt,52280000,7889000
I011,P147,2025Q2,equity,1455000,4819000
I011,P147,2025Q3,equity,2372000,3901000
I011,P147,2025Q4,equity,3002000,3271000
I011,P147,2026Q1,equity,3396000,2877000
I011,P147,2026Q2,equity,3622000,2651000
I011,P147,2026Q3,equity,3734000,2539000
I011,P147,2026Q4,equity,3789000,2485000
B15,P147,2025Q2,debt,2554000,8699000
B15,P147,2025Q3,debt,4297000,6955000
B15,P147,2025Q4,debt,5715000,5538000
B15,P147,2026Q1,debt,6488000,4764000
B15,P147,2026Q2,debt,7447000,3805000
B15,P147,2026Q3,debt,7935000,3317000
B15,P147,2026Q4,debt,8254000,2999000
I028,P148,2024Q2,equity,11461000,20130000
I028,P148,2024Q3,equity,17771000,13819000
I028,P148,2024Q4,equity,23029000,8561000
I028,P148,2025Q1,equity,26707000,4883000
I028,P148,2025Q2,equity,28015000,3575000
I028,P148,2025Q3,equity,28577000,3013000
I028,P148,2025Q4,equity,28676000,2914000
I028,P148,2026Q1,equity,29006000,2585000
I028,P148,2026Q2,equity,29874000,1717000
I028,P148,2026Q3,equity,29898000,1692000
I028,P148,2026Q4,equity,30000000,1590000
B09,P148,2025Q4,debt,10863000,37672000
B09,P148,2026Q1,debt,19012000,29523000
B09,P148,2026Q2,debt,24016000,24518000
B09,P148,2026Q3,debt,28463000,20071000
B09,P148,2026Q4,debt,31842000,16692000
I001,P149,2024Q4,equity,12201000,27754000
I001,P149,2025Q1,equity,20796000,19159000
I001,P149,2025Q2,equity,20152000,13862000
I001,P149,2025Q3,equity,19412000,14380000
I001,P149,2025Q4,equity,20227000,13810000
I001,P149,2026Q1,equity,20278000,13774000
I001,P149,2026Q2,equity,20009000,13962000
I001,P149,2026Q3,equity,19572000,14268000
I001,P149,2026Q4,equity,20764000,13433000
B09,P149,2025Q1,debt,35855000,47236000
B09,P149,2025Q2,debt,19071000,44815000
B09,P149,2025Q3,debt,19223000,44708000
B09,P149,2025Q4,debt,19643000,44414000
B09,P149,2026Q1,debt,19208000,44718000
B09,P149,2026Q2,debt,18782000,45016000
B09,P149,2026Q3,debt,19415000,44574000
B09,P149,2026Q4,debt,18755000,45036000
I009,P150,2024Q4,equity,3298000,6373000
I009,P150,2025Q1,equity,5244000,4427000
I009,P150,2025Q2,equity,6581000,3090000
I009,P150,2025Q3,equity,7579000,2091000
I009,P150,2025Q4,equity,8175000,1496000
I009,P150,2026Q1,equity,8173000,1497000
I009,P150,2026Q2,equity,8769000,902000
I009,P150,2026Q3,equity,8679000,992000
I009,P150,2026Q4,equity,9141000,529000
I031,P150,2024Q3,equity,761000,1783000
I031,P150,2024Q4,equity,1277000,1268000
I031,P150,2025Q1,equity,1562000,982000
I031,P150,2025Q2,equity,1839000,706000
I031,P150,2025Q3,equity,1922000,622000
I031,P150,2025Q4,equity,1998000,546000
I031,P150,2026Q1,equity,2081000,464000
I031,P150,2026Q2,equity,2048000,497000
I031,P150,2026Q3,equity,2057000,488000
I031,P150,2026Q4,equity,2142000,402000
B15,P150,2024Q2,debt,20276000,21323000
B15,P150,2024Q3,debt,30345000,11254000
B15,P150,2024Q4,debt,36745000,4854000
B15,P150,2025Q1,debt,39085000,2514000
B15,P150,2025Q2,debt,31839000,9760000
B15,P150,2025Q3,debt,34529000,7071000
B15,P150,2025Q4,debt,35980000,5619000
B15,P150,2026Q1,debt,39215000,2384000
B15,P150,2026Q2,debt,39467000,2132000
B15,P150,2026Q3,debt,39087000,2513000
B15,P150,2026Q4,debt,40355000,1244000
I039,P151,2025Q1,equity,7389000,19453000
I039,P151,2025Q2,equity,12291000,14551000
I039,P151,2025Q3,equity,15448000,11393000
I039,P151,2025Q4,equity,17218000,9624000
I039,P151,2026Q1,equity,18581000,8260000
I039,P151,2026Q2,equity,19309000,7532000
I039,P151,2026Q3,equity,19717000,7124000
I039,P151,2026Q4,equity,19984000,6857000
B07,P151,2025Q4,debt,248000,817000
B07,P151,2026Q1,debt,435000,630000
B07,P151,2026Q2,debt,571000,494000
B07,P151,2026Q3,debt,667000,399000
B07,P151,2026Q4,debt,718000,348000
B05,P151,2024Q1,mezzanine,9728000,21183000
B05,P151,2024Q2,mezzanine,15842000,15069000
B05,P151,2024Q3,mezzanine,18857000,12054000
B05,P151,2024Q4,mezzanine,20656000,10255000
B05,P151,2025Q1,mezzanine,22132000,8778000
B05,P151,2025Q2,mezzanine,17547000,13364000
B05,P151,2025Q3,mezzanine,19677000,11234000
B05,P151,2025Q4,mezzanine,20216000,10695000
B05,P151,2026Q1,mezzanine,20624000,10287000
B05,P151,2026Q2,mezzanine,21437000,9474000
B05,P151,2026Q3,mezzanine,21755000,9156000
B05,P151,2026Q4,mezzanine,22952000,7959000
I018,P152,2024Q3,equity,321000,821000
I018,P152,2024Q4,equity,529000,612000
I018,P152,2025Q1,equity,666000,476000
I018,P152,2025Q2,equity,648000,345000
I018,P152,2025Q3,equity,661000,336000
I018,P152,2025Q4,equity,662000,336000
I018,P152,2026Q1,equity,638000,353000
I018,P152,2026Q2,equity,661000,336000
I018,P152,2026Q3,equity,657000,339000
I018,P152,2026Q4,equity,660000,337000
I038,P152,2024Q1,equity,1344000,3396000
I038,P152,2024Q2,equity,2248000,2492000
I038,P152,2024Q3,equity,2669000,2071000
I038,P152,2024Q4,equity,3059000,1681000
I038,P152,2025Q1,equity,3345000,1395000
I038,P152,2025Q2,equity,3332000,985000
I038,P152,2025Q3,equity,3331000,986000
I038,P152,2025Q4,equity,3483000,880000
I038,P152,2026Q1,equity,3341000,979000
I038,P152,2026Q2,equity,3375000,955000
I038,P152,2026Q3,equity,3280000,1022000
I038,P152,2026Q4,equity,3235000,1053000
I046,P152,2025Q1,equity,747000,1919000
I046,P152,2025Q2,equity,763000,1332000
I046,P152,2025Q3,equity,758000,1335000
I046,P152,2025Q4,equity,758000,1336000
I046,P152,2026Q1,equity,749000,1342000
I046,P152,2026Q2,equity,746000,1344000
I046,P152,2026Q3,equity,749000,1342000
I046,P152,2026Q4,equity,763000,1332000
B13,P152,2024Q3,debt,7284000,12724000
B13,P152,2024Q4,debt,11294000,8714000
B13,P152,2025Q1,debt,12789000,7219000
B13,P152,2025Q2,debt,9111000,7628000
B13,P152,2025Q3,debt,8992000,7711000
B13,P152,2025Q4,debt,9309000,7489000
B13,P152,2026Q1,debt,8951000,7740000
B13,P152,2026Q2,debt,9059000,7664000
B13,P152,2026Q3,debt,9136000,7610000
B13,P152,2026Q4,debt,8869000,7797000
I045,P153,2025Q3,equity,2213000,5100000
I045,P153,2025Q4,equity,3611000,3703000
I045,P153,2026Q1,equity,4485000,2829000
I045,P153,2026Q2,equity,5061000,2253000
I045,P153,2026Q3,equity,5594000,1720000
I045,P153,2026Q4,equity,5638000,1676000
I051,P153,2024Q3,equity,20924000,47680000
I051,P153,2024Q4,equity,33100000,35504000
I051,P153,2025Q1,equity,42946000,25657000
I051,P153,2025Q2,equity,46541000,22062000
I051,P153,2025Q3,equity,51977000,16626000
I051,P153,2025Q4,equity,52981000,15623000
I051,P153,2026Q1,equity,54930000,13673000
I051,P153,2026Q2,equity,54367000,14236000
I051,P153,2026Q3,equity,56518000,12085000
I051,P153,2026Q4,equity,57794000,10809000
I050,P153,2024Q3,equity,2246000,4118000
I050,P153,2024Q4,equity,3693000,2671000
I050,P153,2025Q1,equity,4709000,1654000
I050,P153,2025Q2,equity,5309000,1055000
I050,P153,2025Q3,equity,5362000,1002000
I050,P153,2025Q4,equity,6114000,250000
I050,P153,2026Q1,equity,6094000,270000
I050,P153,2026Q2,equity,6214000,150000
I050,P153,2026Q3,equity,6173000,191000
I050,P153,2026Q4,equity,5999000,365000
B08,P153,2024Q1,mezzanine,24753000,41638000
B08,P153,2024Q2,mezzanine,40354000,26037000
B08,P153,2024Q3,mezzanine,48556000,17835000
B08,P153,2024Q4,mezzanine,54287000,12104000
B08,P153,2025Q1,mezzanine,56272000,10119000
B08,P153,2025Q2,mezzanine,47384000,19007000
B08,P153,2025Q3,mezzanine,48561000,17831000
B08,P153,2025Q4,mezzanine,54593000,11798000
B08,P153,2026Q1,mezzanine,56655000,9736000
B08,P153,2026Q2,mezzanine,57618000,8773000
B08,P153,2026Q3,mezzanine,58492000,7899000
B08,P153,2026Q4,mezzanine,57921000,8470000
B13,P153,2025Q3,debt,14541000,38576000
B13,P153,2025Q4,debt,24532000,28585000
B13,P153,2026Q1,debt,31148000,21969000
B13,P153,2026Q2,debt,38802000,14315000
B13,P153,2026Q3,debt,42641000,10475000
B13,P153,2026Q4,debt,44613000,8503000
I017,P154,2025Q3,equity,352000,1128000
I017,P154,2025Q4,equity,562000,917000
I017,P154,2026Q1,equity,742000,738000
I017,P154,2026Q2,equity,794000,685000
I017,P154,2026Q3,equity,884000,595000
I017,P154,2026Q4,equity,901000,578000
I046,P154,2025Q2,equity,1139000,2463000
I046,P154,2025Q3,equity,1930000,1673000
I046,P154,2025Q4,equity,2381000,1221000
I046,P154,2026Q1,equity,2746000,856000
I046,P154,2026Q2,equity,2822000,780000
I046,P154,2026Q3,equity,2973000,629000
I046,P154,2026Q4,equity,2950000,653000
I049,P154,2024Q4,equity,579000,1138000
I049,P154,2025Q1,equity,953000,763000
I049,P154,2025Q2,equity,1145000,572000
I049,P154,2025Q3,equity,1266000,451000
I049,P154,2025Q4,equity,1372000,345000
I049,P154,2026Q1,equity,1464000,253000
I049,P154,2026Q2,equity,1461000,256000
I049,P154,2026Q3,equity,1507000,209000
I049,P154,2026Q4,equity,1515000,202000
B16,P154,2024Q2,debt,5856000,7858000
B16,P154,2024Q3,debt,8772000,4943000
B16,P154,2024Q4,debt,10387000,3328000
B16,P154,2025Q1,debt,10836000,2879000
B16,P154,2025Q2,debt,9416000,4299000
B16,P154,2025Q3,debt,9895000,3819000
B16,P154,2025Q4,debt,10497000,3218000
B16,P154,2026Q1,debt,11120000,2595000
B16,P154,2026Q2,debt,11039000,2676000
B16,P154,2026Q3,debt,11470000,2245000
B16,P154,2026Q4,debt,10991000,2724000
I031,P155,2024Q3,equity,4139000,9642000
I031,P155,2024Q4,equity,7035000,6746000
I031,P155,2025Q1,equity,8125000,5656000
I031,P155,2025Q2,equity,9511000,4270000
I031,P155,2025Q3,equity,10510000,3270000
I031,P155,2025Q4,equity,10482000,3299000
I031,P155,2026Q1,equity,10880000,2900000
I031,P155,2026Q2,equity,11178000,2603000
I031,P155,2026Q3,equity,11258000,2522000
I031,P155,2026Q4,equity,11643000,2138000
I012,P155,2025Q1,equity,2450000,5638000
I012,P155,2025Q2,equity,4082000,4006000
I012,P155,2025Q3,equity,4927000,3161000
I012,P155,2025Q4,equity,5510000,2578000
I012,P155,2026Q1,equity,5967000,2121000
I012,P155,2026Q2,equity,6105000,1983000
I012,P155,2026Q3,equity,6475000,1613000
I012,P155,2026Q4,equity,6467000,1621000
B11,P155,2025Q3,debt,8328000,24770000
B11,P155,2025Q4,debt,13937000,19161000
B11,P155,2026Q1,debt,18943000,14155000
B11,P155,2026Q2,debt,21651000,11447000
B11,P155,2026Q3,debt,24760000,8338000
B11,P155,2026Q4,debt,25702000,7395000
I015,P156,2024Q1,equity,3497000,8621000
I015,P156,2024Q2,equity,5676000,6443000
I015,P156,2024Q3,equity,7164000,4954000
I015,P156,2024Q4,equity,7972000,4146000
I015,P156,2025Q1,equity,8242000,3876000
I015,P156,2025Q2,equity,8697000,2395000
I015,P156,2025Q3,equity,8510000,2525000
I015,P156,2025Q4,equity,8660000,2421000
I015,P156,2026Q1,equity,8643000,2433000
I015,P156,2026Q2,equity,8393000,2607000
I015,P156,2026Q3,equity,8369000,2624000
I015,P156,2026Q4,equity,8637000,2437000
B13,P156,2024Q2,debt,6262000,10105000
B13,P156,2024Q3,debt,9166000,7201000
B13,P156,2024Q4,debt,10934000,5433000
B13,P156,2025Q1,debt,11564000,4803000
B13,P156,2025Q2,debt,8797000,5299000
B13,P156,2025Q3,debt,8681000,5380000
B13,P156,2025Q4,debt,8787000,5306000
B13,P156,2026Q1,debt,8955000,5188000
B13,P156,2026Q2,debt,8737000,5341000
B13,P156,2026Q3,debt,8839000,5269000
B13,P156,2026Q4,debt,8755000,5329000
I016,P157,2025Q1,equity,25686000,60922000
I016,P157,2025Q2,equity,43406000,43202000
I016,P157,2025Q3,equity,53636000,32973000
I016,P157,2025Q4,equity,59113000,27495000
I016,P157,2026Q1,equity,63526000,23082000
I016,P157,2026Q2,equity,65029000,21579000
I016,P157,2026Q3,equity,67443000,19165000
I016,P157,2026Q4,equity,69201000,17408000
B05,P157,2025Q1,mezzanine,1075000,1795000
B05,P157,2025Q2,mezzanine,954000,1915000
B05,P157,2025Q3,mezzanine,1343000,1526000
B05,P157,2025Q4,mezzanine,1584000,1285000
B05,P157,2026Q1,mezzanine,1765000,1104000
B05,P157,2026Q2,mezzanine,2022000,847000
B05,P157,2026Q3,mezzanine,2165000,704000
B05,P157,2026Q4,mezzanine,2221000,648000
B01,P157,2025Q4,debt,27501000,82778000
B01,P157,2026Q1,debt,47626000,62653000
B01,P157,2026Q2,debt,63061000,47218000
B01,P157,2026Q3,debt,72935000,37344000
B01,P157,2026Q4,debt,77467000,32812000
I023,P158,2024Q3,equity,221000,538000
I023,P158,2024Q4,equity,350000,408000
I023,P158,2025Q1,equity,433000,326000
I023,P158,2025Q2,equity,446000,219000
I023,P158,2025Q3,equity,439000,223000
I023,P158,2025Q4,equity,445000,220000
I023,P158,2026Q1,equity,448000,217000
I023,P158,2026Q2,equity,437000,225000
I023,P158,2026Q3,equity,432000,229000
I023,P158,2026Q4,equity,445000,219000
I045,P158,2024Q2,equity,183000,742000
I045,P158,2024Q3,equity,304000,621000
I045,P158,2024Q4,equity,369000,557000
I045,P158,2025Q1,equity,425000,501000
I045,P158,2025Q2,equity,433000,345000
I045,P158,2025Q3,equity,432000,346000
I045,P158,2025Q4,equity,420000,354000
I045,P158,2026Q1,equity,417000,356000
I045,P158,2026Q2,equity,427000,349000
I045,P158,2026Q3,equity,432000,346000
I045,P158,2026Q4,equity,430000,347000
B14,P158,2024Q2,debt,1368000,2252000
B14,P158,2024Q3,debt,2096000,1524000
B14,P158,2024Q4,debt,2379000,1240000
B14,P158,2025Q1,debt,2453000,1166000
B14,P158,2025Q2,debt,1942000,1174000
B14,P158,2025Q3,debt,2014000,1124000
B14,P158,2025Q4,debt,1885000,1215000
B14,P158,2026Q1,debt,1936000,1179000
B14,P158,2026Q2,debt,1926000,1186000
B14,P158,2026Q3,debt,1938000,1177000
B14,P158,2026Q4,debt,1942000,1175000
B13,P158,2025Q2,debt,44000,118000
B13,P158,2025Q3,debt,43000,119000
B13,P158,2025Q4,debt,44000,118000
B13,P158,2026Q1,debt,43000,119000
B13,P158,2026Q2,debt,43000,119000
B13,P158,2026Q3,debt,42000,119000
B13,P158,2026Q4,debt,41000,120000
I061,P159,2024Q2,equity,18514000,31644000
I061,P159,2024Q3,equity,29389000,20769000
I061,P159,2024Q4,equity,36852000,13306000
I061,P159,2025Q1,equity,40624000,9534000
I061,P159,2025Q2,equity,43687000,6470000
I061,P159,2025Q3,equity,46678000,3480000
I061,P159,2025Q4,equity,48859000,1299000
I061,P159,2026Q1,equity,49154000,1004000
I061,P159,2026Q2,equity,48996000,1162000
I061,P159,2026Q3,equity,48563000,1594000
I061,P159,2026Q4,equity,48931000,1227000
I006,P159,2024Q2,equity,2863000,7912000
I006,P159,2024Q3,equity,4622000,6153000
I006,P159,2024Q4,equity,5807000,4967000
I006,P159,2025Q1,equity,6702000,4073000
I006,P159,2025Q2,equity,7133000,3641000
I006,P159,2025Q3,equity,7262000,3513000
I006,P159,2025Q4,equity,7671000,3103000
I006,P159,2026Q1,equity,7752000,3023000
I006,P159,2026Q2,equity,7696000,3079000
I006,P159,2026Q3,equity,7873000,2902000
I006,P159,2026Q4,equity,7913000,2862000
B15,P159,2025Q4,debt,17345000,49842000
B15,P159,2026Q1,debt,28336000,38851000
B15,P159,2026Q2,debt,36996000,30191000
B15,P159,2026Q3,debt,45148000,22039000
B15,P159,2026Q4,debt,50071000,17115000
I045,P160,2024Q1,equity,4073000,11937000
I045,P160,2024Q2,equity,6545000,9464000
I045,P160,2024Q3,equity,8107000,7902000
I045,P160,2024Q4,equity,9305000,6705000
I045,P160,2025Q1,equity,9886000,6124000
I045,P160,2025Q2,equity,10722000,5287000
I045,P160,2025Q3,equity,10602000,5407000
I045,P160,2025Q4,equity,10833000,5177000
I045,P160,2026Q1,equity,11497000,4512000
I045,P160,2026Q2,equity,10982000,5027000
I045,P160,2026Q3,equity,11193000,4816000
I045,P160,2026Q4,equity,11242000,4767000
B03,P160,2025Q3,debt,7744000,28325000
B03,P160,2025Q4,debt,13370000,22699000
B03,P160,2026Q1,debt,17454000,18615000
B03,P160,2026Q2,debt,20177000,15892000
B03,P160,2026Q3,debt,22743000,13326000
B03,P160,2026Q4,debt,25171000,10898000
I047,P161,2024Q3,equity,5218000,10031000
I047,P161,2024Q4,equity,8394000,6855000
I047,P161,2025Q1,equity,10593000,4656000
I047,P161,2025Q2,equity,11531000,3717000
I047,P161,2025Q3,equity,12512000,2737000
I047,P161,2025Q4,equity,13363000,1886000
I047,P161,2026Q1,equity,13857000,1392000
I047,P161,2026Q2,equity,13464000,1784000
I047,P161,2026Q3,equity,13681000,1568000
I047,P161,2026Q4,equity,14510000,739000
I030,P161,2024Q3,equity,19244000,32512000
I030,P161,2024Q4,equity,30532000,21224000
I030,P161,2025Q1,equity,38142000,13614000
I030,P161,2025Q2,equity,42507000,9249000
I030,P161,2025Q3,equity,46702000,5054000
I030,P161,2025Q4,equity,49093000,2663000
I030,P161,2026Q1,equity,48028000,3728000
I030,P161,2026Q2,equity,49487000,2269000
I030,P161,2026Q3,equity,51267000,489000
I030,P161,2026Q4,equity,50538000,1218000
B03,P161,2024Q2,debt,58224000,68469000
B03,P161,2024Q3,debt,89783000,36911000
B03,P161,2024Q4,debt,104769000,21924000
B03,P161,2025Q1,debt,108722000,17972000
B03,P161,2025Q2,debt,93024000,33670000
B03,P161,2025Q3,debt,96768000,29926000
B03,P161,2025Q4,debt,102072000,24622000
B03,P161,2026Q1,debt,107680000,19014000
B03,P161,2026Q2,debt,110022000,16672000
B03,P161,2026Q3,debt,109644000,17050000
B03,P161,2026Q4,debt,111538000,15156000
I041,P162,2025Q1,equity,2034000,6684000
I041,P162,2025Q2,equity,1936000,4747000
I041,P162,2025Q3,equity,1975000,4720000
I041,P162,2025Q4,equity,1940000,4744000
I041,P162,2026Q1,equity,2032000,4680000
I041,P162,2026Q2,equity,1943000,4742000
I041,P162,2026Q3,equity,2017000,4691000
I041,P162,2026Q4,equity,2081000,4645000
I061,P162,2024Q4,equity,2087000,5072000
I061,P162,2025Q1,equity,3188000,3972000
I061,P162,2025Q2,equity,3327000,2683000
I061,P162,2025Q3,equity,3242000,2742000
I061,P162,2025Q4,equity,3228000,2752000
I061,P162,2026Q1,equity,3300000,2702000
I061,P162,2026Q2,equity,3388000,2640000
I061,P162,2026Q3,equity,3347000,2669000
I061,P162,2026Q4,equity,3260000,2730000
B02,P162,2025Q1,debt,8778000,15960000
B02,P162,2025Q2,debt,4859000,13916000
B02,P162,2025Q3,debt,4852000,13920000
B02,P162,2025Q4,debt,4941000,13858000
B02,P162,2026Q1,debt,4913000,13878000
B02,P162,2026Q2,debt,4919000,13873000
B02,P162,2026Q3,debt,4916000,13876000
B02,P162,2026Q4,debt,4935000,13862000
I016,P163,2025Q1,equity,8872000,19950000
I016,P163,2025Q2,equity,14417000,14405000
I016,P163,2025Q3,equity,17841000,10982000
I016,P163,2025Q4,equity,20381000,8442000
I016,P163,2026Q1,equity,22028000,6795000
I016,P163,2026Q2,equity,22343000,6479000
I016,P163,2026Q3,equity,23157000,5666000
I016,P163,2026Q4,equity,24108000,4714000
B09,P163,2024Q4,debt,7609000,8010000
B09,P163,2025Q1,debt,10697000,4923000
B09,P163,2025Q2,debt,8857000,6763000
B09,P163,2025Q3,debt,10252000,5368000
B09,P163,2025Q4,debt,12075000,3545000
B09,P163,2026Q1,debt,12260000,3360000
B09,P163,2026Q2,debt,12850000,2769000
B09,P163,2026Q3,debt,13316000,2304000
B09,P163,2026Q4,debt,13758000,1861000
B08,P163,2025Q4,mezzanine,4701000,19581000
B08,P163,2026Q1,mezzanine,8453000,15828000
B08,P163,2026Q2,mezzanine,10632000,13649000
B08,P163,2026Q3,mezzanine,13800000,10481000
B08,P163,2026Q4,mezzanine,15645000,8636000
I019,P164,2024Q1,equity,4225000,9230000
I019,P164,2024Q2,equity,6717000,6738000
I019,P164,2024Q3,equity,8554000,4902000
I019,P164,2024Q4,equity,9275000,4181000
I019,P164,2025Q1,equity,10320000,3135000
I019,P164,2025Q2,equity,10477000,2979000
I019,P164,2025Q3,equity,10617000,2838000
I019,P164,2025Q4,equity,11010000,2445000
I019,P164,2026Q1,equity,11476000,1979000
I019,P164,2026Q2,equity,11276000,2179000
I019,P164,2026Q3,equity,11619000,1836000
I019,P164,2026Q4,equity,11141000,2314000
B09,P164,2025Q2,debt,6791000,19451000
B09,P164,2025Q3,debt,11355000,14887000
B09,P164,2025Q4,debt,15115000,11126000
B09,P164,2026Q1,debt,17709000,8533000
B09,P164,2026Q2,debt,19777000,6464000
B09,P164,2026Q3,debt,21001000,5241000
B09,P164,2026Q4,debt,21577000,4665000
I001,P165,2025Q2,equity,6420000,11319000
I001,P165,2025Q3,equity,6133000,11520000
I001,P165,2025Q4,equity,5977000,11629000
I001,P165,2026Q1,equity,6267000,11426000
I001,P165,2026Q2,equity,6164000,11498000
I001,P165,2026Q3,equity,6189000,11481000
I001,P165,2026Q4,equity,6274000,11421000
B05,P165,2025Q3,mezzanine,1661000,6258000
B05,P165,2025Q4,mezzanine,1668000,6254000
B05,P165,2026Q1,mezzanine,1673000,6250000
B05,P165,2026Q2,mezzanine,1726000,6213000
B05,P165,2026Q3,mezzanine,1678000,6247000
B05,P165,2026Q4,mezzanine,1635000,6276000
B11,P165,2025Q1,debt,7129000,11502000
B11,P165,2025Q2,debt,3730000,10431000
B11,P165,2025Q3,debt,3697000,10454000
B11,P165,2025Q4,debt,3865000,10337000
B11,P165,2026Q1,debt,3868000,10334000
B11,P165,2026Q2,debt,3788000,10391000
B11,P165,2026Q3,debt,3839000,10355000
B11,P165,2026Q4,debt,3831000,10361000
I033,P166,2024Q2,equity,304000,1040000
I033,P166,2024Q3,equity,497000,846000
I033,P166,2024Q4,equity,581000,762000
I033,P166,2025Q1,equity,688000,655000
I033,P166,2025Q2,equity,748000,595000
I033,P166,2025Q3,equity,766000,577000
I033,P166,2025Q4,equity,793000,550000
I033,P166,2026Q1,equity,817000,526000
I033,P166,2026Q2,equity,815000,528000
I033,P166,2026Q3,equity,843000,500000
I033,P166,2026Q4,equity,841000,503000
I048,P166,2025Q3,equity,87000,305000
I048,P166,2025Q4,equity,135000,257000
I048,P166,2026Q1,equity,178000,214000
I048,P166,2026Q2,equity,196000,196000
I048,P166,2026Q3,equity,217000,175000
I048,P166,2026Q4,equity,226000,166000
I046,P166,2025Q2,equity,507000,1115000
I046,P166,2025Q3,equity,841000,780000
I046,P166,2025Q4,equity,1021000,601000
I046,P166,2026Q1,equity,1204000,418000
I046,P166,2026Q2,equity,1239000,382000
I046,P166,2026Q3,equity,1253000,369000
I046,P166,2026Q4,equity,1305000,317000
B06,P166,2025Q1,debt,4855000,6228000
B06,P166,2025Q2,debt,4370000,6712000
B06,P166,2025Q3,debt,5792000,5291000
B06,P166,2025Q4,debt,6805000,4277000
B06,P166,2026Q1,debt,7490000,3592000
B06,P166,2026Q2,debt,8222000,2860000
B06,P166,2026Q3,debt,8589000,2494000
B06,P166,2026Q4,debt,8969000,2114000
I029,P167,2024Q3,equity,5302000,10876000
I029,P167,2024Q4,equity,8950000,7227000
I029,P167,2025Q1,equity,10612000,5565000
I029,P167,2025Q2,equity,11952000,4225000
I029,P167,2025Q3,equity,12856000,3322000
I029,P167,2025Q4,equity,13741000,2437000
I029,P167,2026Q1,equity,14436000,1742000
I029,P167,2026Q2,equity,14153000,2024000
I029,P167,2026Q3,equity,14334000,1844000
I029,P167,2026Q4,equity,14502000,1676000
I045,P167,2025Q2,equity,338000,1053000
I045,P167,2025Q3,equity,552000,838000
I045,P167,2025Q4,equity,678000,713000
I045,P167,2026Q1,equity,776000,614000
I045,P167,2026Q2,equity,861000,529000
I045,P167,2026Q3,equity,879000,512000
I045,P167,2026Q4,equity,887000,504000
B05,P167,2025Q1,mezzanine,7836000,16656000
B05,P167,2025Q2,mezzanine,6966000,17526000
B05,P167,2025Q3,mezzanine,9783000,14709000
B05,P167,2025Q4,mezzanine,11784000,12708000
B05,P167,2026Q1,mezzanine,13020000,11472000
B05,P167,2026Q2,mezzanine,13801000,10692000
B05,P167,2026Q3,mezzanine,15889000,8603000
B05,P167,2026Q4,mezzanine,16082000,8410000
B16,P167,2024Q1,debt,2013000,2497000
B16,P167,2024Q2,debt,2998000,1512000
B16,P167,2024Q3,debt,3534000,977000
B16,P167,2024Q4,debt,3636000,874000
B16,P167,2025Q1,debt,3830000,681000
B16,P167,2025Q2,debt,3252000,1258000
B16,P167,2025Q3,debt,3538000,972000
B16,P167,2025Q4,debt,3607000,904000
B16,P167,2026Q1,debt,3714000,796000
B16,P167,2026Q2,debt,3745000,765000
B16,P167,2026Q3,debt,3782000,728000
B16,P167,2026Q4,debt,3768000,742000
I031,P168,2024Q2,equity,830000,2409000
I031,P168,2024Q3,equity,1379000,1861000
I031,P168,2024Q4,equity,1653000,1587000
I031,P168,2025Q1,equity,1904000,1336000
I031,P168,2025Q2,equity,2036000,1204000
I031,P168,2025Q3,equity,2105000,1135000
I031,P168,2025Q4,equity,2093000,1146000
I031,P168,2026Q1,equity,2137000,1102000
I031,P168,2026Q2,equity,2182000,1057000
I031,P168,2026Q3,equity,2136000,1104000
I031,P168,2026Q4,equity,2303000,936000
I024,P168,2025Q3,equity,296000,582000
I024,P168,2025Q4,equity,463000,414000
I024,P168,2026Q1,equity,583000,295000
I024,P168,2026Q2,equity,681000,196000
I024,P168,2026Q3,equity,759000,118000
I024,P168,2026Q4,equity,751000,127000
B06,P168,2025Q2,debt,152000,437000
B06,P168,2025Q3,debt,256000,332000
B06,P168,2025Q4,debt,339000,250000
B06,P168,2026Q1,debt,406000,183000
B06,P168,2026Q2,debt,436000,153000
B06,P168,2026Q3,debt,463000,125000
B06,P168,2026Q4,debt,506000,82000
B01,P168,2025Q3,debt,2322000,8322000
B01,P168,2025Q4,debt,3876000,6767000
B01,P168,2026Q1,debt,5285000,5359000
B01,P168,2026Q2,debt,6056000,4587000
B01,P168,2026Q3,debt,6726000,3918000
B01,P168,2026Q4,debt,7157000,3487000
I059,P169,2024Q4,equity,1647000,5521000
I059,P169,2025Q1,equity,2724000,4444000
I059,P169,2025Q2,equity,3370000,3798000
I059,P169,2025Q3,equity,3905000,3263000
I059,P169,2025Q4,equity,4090000,3078000
I059,P169,2026Q1,equity,4154000,3014000
I059,P169,2026Q2,equity,4246000,2922000
I059,P169,2026Q3,equity,4311000,2857000
I059,P169,2026Q4,equity,4566000,2602000
I046,P169,2025Q4,equity,34000,74000
