from_id,to_id,block,number_of_flights,seats,delay_min
AGR,AHP,morning,8,936,10.3
AGR,AHP,midday,8,1160,9.7
AGR,AHP,afternoon,9,1449,56.3
AGR,AHP,evening,6,576,12.5
AGS,ABK,morning,4,748,11.9
AGS,ABK,midday,8,1312,15.2
AGS,ABK,afternoon,4,644,61.2
AGS,ABK,evening,4,660,16.8
AGT,ABK,morning,4,720,13.6
AGT,ABK,midday,4,760,10.7
AGT,ABK,afternoon,7,1323,62.3
AGT,ABK,evening,6,558,9.4
AGU,AAB,morning,5,380,23.7
AGU,AAB,midday,6,768,10.8
AGU,AAB,afternoon,5,655,10.4
AGU,AAB,evening,5,395,15.8
AGU,AEZ,morning,3,426,17.0
AGU,AEZ,midday,3,522,14.2
AGU,AEZ,afternoon,4,644,6.0
AGU,AEZ,evening,4,656,20.6
AGV,AGR,morning,5,955,10.5
AGV,AGR,midday,4,332,11.3
AGV,AGR,afternoon,5,505,9.6
AGV,AGR,evening,6,858,13.2
AGV,AHI,morning,1,190,9.7
AGV,AHI,midday,3,249,13.2
AGV,AHI,afternoon,4,412,14.0
AGV,AHI,evening,1,175,21.7
AGW,AGR,morning,4,452,21.1
AGW,AGR,midday,3,378,13.5
AGW,AGR,afternoon,5,435,15.6
AGW,AGR,evening,5,970,11.5
AGX,AAY,morning,1,77,15.2
AGX,AAY,midday,1,73,12.0
AGX,AAY,afternoon,2,298,9.9
AGX,AAY,evening,1,70,18.4
AGX,AGC,morning,4,580,9.8
AGX,AGC,midday,4,460,14.2
AGX,AGC,afternoon,5,480,7.0
AGX,AGC,evening,4,788,17.6
AGY,AGR,morning,4,640,19.3
AGY,AGR,midday,5,790,14.2
AGY,AGR,afternoon,6,984,21.1
AGY,AGR,evening,3,432,10.3
AGZ,AFM,morning,1,148,12.8
AGZ,AFM,midday,1,143,9.6
AGZ,AFM,afternoon,1,136,13.1
AGZ,AFM,evening,1,191,17.3
AGZ,AGR,morning,4,676,13.1
AGZ,AGR,midday,6,528,6.6
AGZ,AGR,afternoon,4,780,10.7
AGZ,AGR,evening,5,440,7.6
AHA,AAB,morning,5,565,12.9
AHA,AAB,midday,5,650,22.9
AHA,AAB,afternoon,5,950,19.2
AHA,AAB,evening,5,505,5.0
AHA,AEZ,morning,5,505,17.8
AHA,AEZ,midday,6,516,16.2
AHA,AEZ,afternoon,4,388,7.1
AHA,AEZ,evening,6,426,14.4
AHA,AFO,morning,6,1026,17.5
AHA,AFO,midday,7,1078,14.8
AHA,AFO,afternoon,9,1170,5.8
AHA,AFO,evening,7,840,15.8
AHB,ADY,morning,4,644,0.0
AHB,ADY,midday,7,1043,12.5
AHB,ADY,afternoon,5,975,14.2
AHB,ADY,evening,6,918,9.2
AHC,AGC,morning,6,828,9.4
AHC,AGC,midday,5,610,14.9
AHC,AGC,afternoon,2,192,17.1
AHC,AGC,evening,5,510,17.4
AHD,AGC,morning,6,954,15.1
AHD,AGC,midday,7,1078,16.6
AHD,AGC,afternoon,6,774,17.7
AHD,AGC,evening,5,525,15.8
AHE,ADY,morning,4,548,9.9
AHE,ADY,midday,4,484,7.8
AHE,ADY,afternoon,5,540,6.2
AHE,ADY,evening,6,618,7.3
AHF,ABK,morning,1,102,10.1
AHF,ABK,midday,4,520,13.4
AHF,ABK,afternoon,4,624,65.8
AHF,ABK,evening,3,510,12.3
AHG,AGC,morning,5,730,17.1
AHG,AGC,midday,5,470,17.8
AHG,AGC,afternoon,7,630,18.8
AHG,AGC,evening,6,1140,15.7
AHH,ADY,morning,5,710,8.0
AHH,ADY,midday,4,688,16.3
AHH,ADY,afternoon,4,320,13.6
AHH,ADY,evening,6,912,6.7
AHI,AGR,morning,2,222,14.9
AHI,AGR,midday,2,170,15.0
AHI,AGR,afternoon,3,456,11.7
AHI,AGR,evening,4,348,13.3
AHJ,ADY,morning,5,970,12.3
AHJ,ADY,midday,6,744,6.9
AHJ,ADY,afternoon,4,584,14.2
AHJ,ADY,evening,4,676,4.1
AHK,ABK,morning,3,591,11.8
AHK,ABK,midday,5,490,17.1
AHK,ABK,afternoon,7,672,63.7
AHK,ABK,evening,5,650,12.3
AHL,AAY,morning,1,163,13.3
AHL,AAY,midday,1,72,13.6
AHL,AAY,afternoon,1,174,15.8
AHL,AAY,evening,1,111,15.4
AHL,AGC,morning,4,436,9.3
AHL,AGC,midday,5,880,13.9
AHL,AGC,afternoon,5,680,11.7
AHL,AGC,evening,5,695,6.7
AHM,ABK,morning,3,528,9.0
AHM,ABK,midday,4,436,17.8
AHM,ABK,afternoon,5,670,55.7
AHM,ABK,evening,5,505,4.5
AHM,AGS,morning,1,161,8.7
AHM,AGS,midday,3,399,12.9
AHM,AGS,afternoon,1,138,63.8
AHM,AGS,evening,1,126,10.7
AHN,ABK,morning,4,552,16.8
AHN,ABK,midday,3,219,12.5
AHN,ABK,afternoon,5,415,58.0
AHN,ABK,evening,4,368,6.2
AHO,AAB,morning,3,411,15.2
AHO,AAB,midday,4,516,10.4
AHO,AAB,afternoon,4,604,16.4
AHO,AAB,evening,6,666,10.6
AHO,AEZ,morning,4,316,11.3
AHO,AEZ,midday,4,416,13.8
AHO,AEZ,afternoon,5,815,12.5
AHO,AEZ,evening,4,516,14.0
AHO,AFO,morning,6,510,8.0
AHO,AFO,midday,5,680,11.4
AHO,AFO,afternoon,7,1239,22.2
AHO,AFO,evening,8,1480,17.1
AHP,AGR,morning,4,680,10.6
AHP,AGR,midday,4,432,14.3
AHP,AGR,afternoon,7,1064,11.5
AHP,AGR,evening,5,705,9.4
AHQ,ABK,morning,5,700,15.3
AHQ,ABK,midday,6,1062,4.1
AHQ,ABK,afternoon,6,558,59.1
AHQ,ABK,evening,5,480,13.9
AHR,ADY,morning,5,585,9.2
AHR,ADY,midday,4,428,17.5
AHR,ADY,afternoon,4,304,15.4
AHR,ADY,evening,3,222,10.4
AHR,AGJ,morning,2,182,12.2
AHR,AGJ,midday,1,89,12.1
AHR,AGJ,afternoon,3,483,5.7
AHR,AGJ,evening,1,197,12.3
