from_id,to_id,period,amount,acts,aid_type,cross_block
P019,P025,after,15.9,1,money,0
P020,P144,after,41.2,1,food,0
P020,P063,after,22.5,1,shelter,0
P021,P087,after,20.9,1,money,0
P021,P055,after,43.9,1,shelter,0
P022,P134,after,46.5,1,food,0
P022,P097,after,77.6,1,info,0
P022,P184,after,7.4,1,food,0
P022,P221,after,113.1,1,info,0
P022,P127,after,17.4,1,info,0
P023,P012,after,16.1,1,food,0
P023,P006,after,38.7,1,shelter,0
P023,P170,after,14.0,1,food,0
P023,P100,after,46.1,1,shelter,0
P024,O019,after,17.5,1,food,1
P024,P116,after,57.8,1,food,0
P024,P110,after,13.5,1,food,0
P024,P056,after,31.3,1,info,0
P025,P164,after,10.5,1,info,1
P025,P147,after,53.1,1,food,1
P025,P053,after,26.8,1,food,0
P026,P207,after,76.8,1,food,1
P026,P196,after,15.2,1,money,0
P026,P094,after,18.6,1,food,1
P026,P144,after,63.4,1,info,1
P026,P049,after,36.3,1,info,1
P026,P166,after,46.3,1,shelter,1
P026,O012,after,41.6,1,food,0
P026,P001,after,16.7,1,shelter,1
P026,P016,after,41.7,1,food,0
P026,P187,after,12.3,1,food,1
P027,P062,after,46.8,1,food,0
P027,P072,after,74.8,1,info,0
P028,P069,after,42.0,1,shelter,0
P028,P116,after,45.7,1,food,1
P028,O008,after,7.6,1,food,1
P029,P196,after,78.7,1,food,0
P029,P204,after,51.7,1,shelter,0
P029,P221,after,8.7,1,money,1
P029,P139,after,90.4,1,info,1
P030,P208,after,29.9,1,money,0
P030,O010,after,9.7,1,shelter,0
P030,P211,after,24.7,1,food,0
P030,O014,after,34.2,1,info,0
P030,P087,after,81.0,2,food,0
P031,P092,after,27.6,1,food,0
P031,O014,after,94.3,1,money,0
P031,P007,after,22.3,2,info,0
P031,O001,after,25.4,1,food,0
P031,P211,after,8.1,1,info,0
P032,O023,after,12.8,1,food,0
P032,O025,after,14.5,1,food,0
P033,P179,after,54.6,1,money,1
P035,P203,after,28.7,1,food,0
P035,O008,after,35.8,1,food,0
P035,P210,after,16.7,1,food,0
P036,P196,after,11.3,1,shelter,0
P036,P049,after,8.6,1,shelter,1
P036,P199,after,35.4,1,money,0
P037,P053,after,28.5,1,food,1
P037,P129,after,67.4,1,money,0
P037,P086,after,21.7,1,food,0
P037,P199,after,22.3,1,shelter,1
P037,P098,after,2.0,1,shelter,0
P038,P041,after,81.6,1,info,0
P038,P176,after,18.6,1,info,1
P040,P129,after,47.9,1,shelter,1
P040,O028,after,107.6,1,food,1
P040,P065,after,24.1,1,food,0
P041,P050,after,12.1,1,food,1
P041,P027,after,56.5,1,money,0
P041,P148,after,48.7,1,info,0
P041,P053,after,9.5,1,info,1
P041,P111,after,16.7,1,food,0
P041,P093,after,47.9,1,info,0
P041,P090,after,14.2,1,food,0
P041,P210,after,73.5,1,info,0
P041,P009,after,65.3,1,food,1
P041,P186,after,16.6,1,info,1
P042,P181,after,45.4,1,food,0
P042,P053,after,93.7,1,food,0
P043,P211,after,26.1,1,money,0
P043,P159,after,57.8,1,info,0
P044,P221,after,25.5,1,info,0
P045,P151,after,3.5,1,info,0
P045,P155,after,13.5,1,food,1
P046,P198,after,55.2,1,money,0
P046,P053,after,12.4,1,info,0
P046,P003,after,25.5,1,money,0
P046,P179,after,24.2,1,food,0
P047,P113,after,117.8,1,shelter,0
P047,P034,after,21.7,1,info,0
P047,P190,after,50.0,1,shelter,1
P048,P159,after,102.4,1,info,1
P049,P007,after,66.6,1,info,0
P049,P206,after,30.1,1,food,1
P049,O010,after,12.1,1,info,0
P050,P086,after,77.9,1,money,1
P050,P152,after,8.4,1,food,1
P050,P025,after,23.0,1,shelter,1
P050,P053,after,24.6,1,shelter,1
P050,P200,after,25.5,1,money,1
P050,P059,after,47.6,1,info,0
P050,P095,after,29.8,1,info,1
P051,O010,after,101.4,1,money,1
P052,P050,after,18.6,1,money,1
P052,P003,after,73.0,1,food,1
P052,P019,after,21.1,1,shelter,1
P052,P037,after,15.2,1,info,0
P052,P168,after,18.0,1,info,1
P052,P060,after,21.0,1,money,0
P052,P009,after,28.6,1,shelter,0
P052,P069,after,43.7,1,food,0
P052,P086,after,12.6,1,food,0
P052,P110,after,77.2,1,food,1
P052,P163,after,37.3,1,info,1
P052,O004,after,51.4,1,info,0
P052,P209,after,73.5,1,info,0
P052,P218,after,122.0,1,food,0
P053,P179,after,55.3,1,food,0
P053,P074,after,3.5,1,info,1
P053,P019,after,10.8,1,info,0
P053,P168,after,39.6,2,info,0
P054,P186,after,28.5,2,info,0
P054,P158,after,53.1,1,food,0
P054,P135,after,44.1,1,food,0
P055,P007,after,51.1,1,info,0
P055,P031,after,65.8,2,food,0
P055,P001,after,66.4,1,money,0
P056,P179,after,100.5,1,food,0
P057,P141,after,48.7,1,food,0
P057,O008,after,75.5,1,info,0
P057,P210,after,6.5,1,shelter,0
P057,P145,after,35.5,1,food,0
P057,P203,after,64.6,1,info,0
P058,P154,after,19.9,1,food,0
P058,P165,after,46.1,1,food,0
P059,P205,after,24.4,1,shelter,1
P059,P129,after,165.4,1,money,1
P060,P140,after,10.7,1,food,0
P060,P116,after,1.8,1,food,1
P060,P134,after,42.1,1,shelter,1
P060,P135,after,9.7,1,food,1
P060,P178,after,59.4,1,shelter,1
P060,P042,after,11.7,1,food,1
P061,P158,after,20.8,1,food,0
P061,O011,after,27.3,1,shelter,0
P061,P066,after,94.9,1,food,0
P061,P121,after,86.8,1,info,0
P061,O018,after,11.0,1,info,0
P063,P130,after,21.5,1,food,0
P063,P067,after,9.1,1,money,0
P063,O012,after,42.4,1,food,1
P063,O007,after,56.4,1,money,0
P064,P215,after,67.5,1,shelter,0
P064,P216,after,52.4,1,info,0
P064,P001,after,34.6,1,food,0
P065,P186,after,33.6,1,info,0
P065,P165,after,60.2,1,money,0
P065,P052,after,7.3,1,food,1
P065,P158,after,46.1,1,food,0
P065,P144,after,46.7,1,shelter,0
P065,P037,after,23.1,1,money,1
P066,O010,after,33.4,1,shelter,1
P066,P096,after,55.1,1,shelter,0
P067,O021,after,26.2,1,shelter,0
P067,P158,after,15.8,1,info,0
P068,P221,after,12.8,1,money,0
P070,O024,after,10.6,1,info,1
P072,P107,after,95.2,1,shelter,0
P072,O001,after,19.7,1,money,1
P072,P035,after,3.5,1,shelter,0
P072,P203,after,77.8,1,food,0
P073,P018,after,63.7,1,food,1
P073,P086,after,57.4,1,food,1
P073,P053,after,57.0,2,food,0
P074,P115,after,3.2,1,shelter,0
P074,P218,after,87.5,1,shelter,1
P078,P180,after,41.2,1,food,1
P081,P212,after,37.4,1,shelter,0
P081,P058,after,134.4,1,food,0
P081,P135,after,8.0,1,money,0
P081,P122,after,27.8,1,food,0
P081,O006,after,4.3,1,food,0
P082,P054,after,94.1,1,info,1
P082,P093,after,151.5,2,shelter,0
P083,P031,after,33.4,1,info,1
P083,P168,after,69.0,3,food,0
P083,P211,after,28.2,1,money,1
P083,P042,after,32.4,1,shelter,0
P083,P046,after,11.2,1,money,0
P083,P122,after,37.8,1,shelter,1
P083,P151,after,60.0,1,info,0
P083,P146,after,42.2,1,food,1
P084,P065,after,17.1,1,food,1
P084,P042,after,14.1,1,money,1
P085,P034,after,33.3,1,food,1
P085,P217,after,11.2,1,food,0
P086,P151,after,76.5,1,food,1
P086,P129,after,35.7,1,shelter,0
P087,P043,after,48.9,1,food,0
P087,P185,after,24.3,1,shelter,0
P087,P215,after,53.6,1,shelter,0
P087,P049,after,25.4,1,food,0
P087,P208,after,18.6,1,info,0
P089,P019,after,83.6,1,money,1
P089,P131,after,44.1,1,food,0
P089,P013,after,34.3,1,money,1
P091,P035,after,23.8,1,food,1
P091,P204,after,21.6,1,info,0
P093,P002,after,28.7,1,shelter,0
P093,O010,after,62.5,1,money,1
P094,P157,after,31.7,1,food,0
P094,P147,after,12.8,1,food,0
P094,P169,after,21.5,1,food,0
P095,P171,after,24.9,1,food,0
P095,P179,after,18.9,1,food,1
P096,P081,after,2.7,1,food,0
P097,P171,after,39.8,1,food,0
P097,P034,after,27.0,1,shelter,0
P098,P134,after,22.0,1,food,1
P098,P099,after,15.4,1,info,0
P098,O008,after,61.7,1,shelter,1
P098,P155,after,17.0,1,food,0
P098,P037,after,20.3,1,food,0
P099,P154,after,22.1,1,info,1
P100,P202,after,21.1,1,food,0
P100,P219,after,17.7,1,info,0
P100,P137,after,4.9,1,money,0
P101,P174,after,33.4,1,food,0
P101,P023,after,49.9,1,money,0
P102,P043,after,28.8,1,info,0
P102,P211,after,40.5,1,food,0
P103,P166,after,12.6,1,food,0
P103,P169,after,25.1,1,money,0
P103,P153,after,42.8,1,shelter,1
P104,O005,after,62.3,1,food,0
P104,P137,after,28.9,1,info,0
P104,P100,after,37.0,1,food,0
P105,P007,after,45.7,1,shelter,1
P107,P119,after,53.2,1,shelter,0
P107,P087,after,85.8,1,info,1
P107,P041,after,53.4,2,food,0
P107,P184,after,5.4,1,food,1
P107,P010,after,28.3,1,info,0
P107,O009,after,23.3,1,info,0
P107,O008,after,19.4,1,info,0
P108,O013,after,3.4,1,food,1
P108,P033,after,45.6,1,food,0
P108,P144,after,50.5,1,food,1
P108,P034,after,42.2,1,money,0
P108,P195,after,86.5,1,shelter,1
P108,P203,after,26.1,1,food,1
P108,P158,after,29.3,1,shelter,1
P108,P048,after,15.7,1,info,0
P109,P209,after,6.0,1,food,0
P109,P123,after,53.3,1,food,0
P109,P087,after,24.5,1,food,1
P109,P110,after,22.6,1,food,1
P109,O020,after,34.0,1,info,0
P109,P199,after,38.0,1,food,1
P109,P211,after,6.1,1,info,1
P110,P139,after,14.8,1,info,0
P110,P056,after,135.3,2,shelter,0
P110,P211,after,16.9,1,food,1
P110,P198,after,72.8,1,money,0
P111,P190,after,14.5,1,food,1
P111,P157,after,11.5,1,food,1
P111,P198,after,41.6,1,money,1
P111,P041,after,12.4,1,info,0
P112,O019,after,36.1,1,food,0
P114,P024,after,39.1,1,shelter,1
P114,P186,after,17.8,1,food,0
P114,P210,after,13.3,1,food,1
P114,P063,after,33.1,1,money,0
P115,P073,after,4.9,1,money,1
P116,P179,after,50.1,1,info,0
P116,P192,after,49.6,1,info,1
P117,O010,after,21.3,1,info,0
P118,P159,after,57.9,1,money,0
P118,P064,after,55.8,1,food,0
P119,P116,after,35.7,1,food,1
P119,P107,after,16.4,1,info,0
P119,O022,after,48.6,2,info,0
P120,P118,after,22.2,1,money,1
P120,O024,after,5.8,1,food,0
P120,P017,after,29.8,1,info,0
P120,P122,after,42.7,1,info,0
P120,P197,after,22.8,1,info,0
P120,P130,after,3.4,1,money,0
P121,P165,after,15.4,1,info,0
P121,P145,after,11.1,1,food,1
P121,P154,after,32.2,1,food,0
P121,P063,after,1.3,1,shelter,0
P122,P205,after,50.6,1,money,1
P123,P084,after,23.8,1,info,1
P123,P072,after,90.0,1,food,1
P123,P151,after,76.8,1,food,1
P123,P052,after,16.3,1,info,0
P123,P109,after,45.9,1,money,0
P123,P060,after,62.3,1,info,0
P123,O001,after,9.2,1,money,1
P123,P129,after,28.9,1,info,0
P123,P009,after,10.6,1,food,0
P123,O015,after,60.9,2,food,0
P125,P122,after,36.1,1,food,1
P125,P198,after,40.4,1,food,1
P126,P072,after,42.9,1,food,0
P126,P155,after,6.5,1,shelter,1
P127,O026,after,13.2,1,shelter,1
P127,P147,after,37.0,1,food,0
P127,P034,after,24.8,1,food,0
P127,P044,after,13.2,1,shelter,0
P128,P009,after,4.9,1,food,1
P128,P206,after,15.1,1,food,0
P129,P001,after,58.8,1,food,1
P130,O018,after,116.1,2,shelter,0
P130,P144,after,80.5,1,shelter,0
P130,P206,after,151.8,1,food,1
P130,P165,after,15.4,1,food,0
P130,P096,after,26.0,1,shelter,0
P131,P051,after,77.0,2,info,0
P131,P213,after,17.9,1,food,0
P131,P115,after,43.0,1,food,0
P132,P178,after,9.9,1,info,0
P132,O025,after,13.1,1,food,0
P132,P137,after,60.7,2,food,0
P132,P101,after,16.0,1,money,0
P134,O001,after,81.4,1,food,1
P134,P049,after,66.6,1,info,1
P134,P147,after,34.2,1,food,0
P134,P051,after,46.6,1,info,1
P135,O020,after,30.9,1,food,1
P136,P009,after,38.3,1,info,0
P136,P098,after,8.3,1,food,0
P136,P033,after,42.9,1,shelter,1
P137,O023,after,87.7,1,money,0
P139,O022,after,10.4,1,food,1
P140,P215,after,11.6,1,food,1
P141,P179,after,51.8,1,shelter,1
P142,P072,after,6.7,1,info,0
P142,P216,after,26.4,1,food,1
P144,P013,after,57.9,1,shelter,0
P145,P041,after,37.1,1,shelter,0
P146,P184,after,20.9,1,info,0
P146,P028,after,28.1,1,info,1
P146,P166,after,38.7,1,food,0
P146,P062,after,76.6,1,food,1
P146,P053,after,8.1,1,money,1
P146,P221,after,24.2,1,food,0
P146,P007,after,38.7,1,food,1
P146,P034,after,91.2,1,shelter,0
P147,O008,after,19.5,1,money,1
P147,P166,after,40.1,1,info,0
P147,P097,after,57.1,1,info,0
P148,O024,after,11.2,1,info,1
P148,P130,after,55.2,1,food,1
P149,P027,after,7.7,1,money,0
P150,P218,after,30.1,2,food,0
P150,P164,after,31.9,1,food,0
P150,P193,after,45.4,1,food,0
P151,P169,after,6.6,1,shelter,1
P151,P019,after,56.6,1,money,0
P151,P024,after,10.2,1,info,0
P151,P110,after,26.5,1,shelter,0
P151,P116,after,32.5,1,info,0
P152,P179,after,1.5,1,info,0
P154,P165,after,3.8,1,money,0
P155,P039,after,47.4,1,money,1
P155,P218,after,19.6,1,food,0
P155,P037,after,12.4,1,food,0
P155,P041,after,73.4,1,food,1
P155,P178,after,35.7,1,money,1
P156,P038,after,22.6,1,food,1
P157,P186,after,3.5,1,food,1
P157,P169,after,26.0,1,food,0
P157,P147,after,26.4,2,shelter,0
P158,P078,after,51.9,1,food,0
P158,P114,after,28.5,1,food,0
P158,P135,after,55.0,1,info,0
P158,P122,after,68.7,1,info,0
P158,P156,after,34.4,1,shelter,0
P158,P066,after,23.3,1,food,0
P159,P064,after,48.3,1,shelter,0
P160,P211,after,4.4,1,money,0
P160,P208,after,42.5,1,info,0
P161,P123,after,32.2,1,info,0
P161,P129,after,62.2,1,info,0
P162,P202,after,39.0,1,shelter,0
P162,P143,after,22.0,1,food,0
P163,P063,after,20.1,1,food,1
P163,P051,after,12.5,1,info,0
P163,P173,after,59.1,1,info,0
P163,P016,after,36.5,1,food,0
P163,P124,after,9.8,1,shelter,1
P163,P112,after,40.7,1,food,0
P164,P206,after,11.5,1,shelter,1
P164,P207,after,53.5,1,shelter,0
P164,P205,after,42.0,1,shelter,0
P164,P083,after,41.1,1,shelter,1
P164,P041,after,44.5,1,food,1
P164,P148,after,72.4,1,shelter,1
P164,P052,after,36.0,1,shelter,0
P164,P069,after,56.8,1,info,0
P164,P009,after,0.9,1,shelter,0
P165,P158,after,18.6,1,food,0
P165,P195,after,21.3,1,food,1
P165,P130,after,38.8,1,food,0
P166,P105,after,83.8,1,food,1
P167,P110,after,32.8,1,food,0
P167,P126,after,19.0,1,money,1
P168,P139,after,17.9,1,food,0
P168,P053,after,29.9,1,shelter,0
P169,P016,after,27.6,1,info,1
P169,P034,after,17.2,1,food,0
P169,P011,after,20.7,1,food,0
P169,P211,after,36.5,1,food,1
P169,P036,after,63.5,1,food,1
P169,P199,after,75.6,1,food,1
P170,P143,after,17.4,1,info,0
P170,P137,after,38.4,1,money,0
P170,P178,after,22.3,1,shelter,0
P170,P216,after,32.1,1,food,1
P172,P093,after,28.1,2,food,0
P172,P214,after,7.7,1,food,1
P172,P210,after,33.0,1,info,0
P172,P142,after,19.3,1,food,0
P172,P041,after,24.6,1,shelter,0
P172,O022,after,65.5,1,food,0
P174,P178,after,63.7,1,food,0
P175,P184,after,11.6,1,shelter,1
P176,P207,after,58.1,1,food,0
P176,P221,after,55.6,1,info,1
P176,P123,after,16.0,1,food,0
P177,P007,after,29.3,1,food,1
P177,P203,after,46.0,1,shelter,0
P177,O008,after,54.6,1,info,0
P177,P145,after,12.9,1,food,0
P177,O022,after,23.5,1,shelter,0
P178,P012,after,21.3,1,food,0
P178,P170,after,18.4,1,food,0
P178,P152,after,35.4,1,money,1
P179,P088,after,14.7,1,info,1
P180,P007,after,11.5,1,info,0
P180,P215,after,118.5,3,food,0
P181,P139,after,35.2,1,info,0
P181,P190,after,15.5,1,info,1
P182,P053,after,84.8,3,info,0
P182,P118,after,78.5,1,info,1
P182,P126,after,25.0,1,info,1
P182,P214,after,44.1,1,food,0
P182,P179,after,42.8,1,food,0
P183,P033,after,40.4,1,food,1
P183,P093,after,37.4,1,info,0
P183,P041,after,36.7,1,food,0
P183,P109,after,8.3,1,food,1
P184,O026,after,52.2,1,info,1
P185,P064,after,72.8,1,info,0
P186,P130,after,50.0,1,info,0
P186,P169,after,26.9,1,food,1
P186,P081,after,29.1,1,money,0
P186,P048,after,19.7,1,food,1
P187,P011,after,94.7,1,shelter,0
P187,P134,after,25.0,1,food,0
P188,P155,after,17.4,1,food,0
P188,P093,after,53.8,1,food,1
P188,P085,after,7.8,1,food,0
P188,P218,after,13.8,1,info,0
P188,P217,after,19.9,1,shelter,0
P188,O008,after,44.2,1,money,1
P188,O026,after,20.5,1,food,1
P189,P031,after,12.3,1,food,0
P190,P168,after,4.4,1,info,1
P190,P003,after,11.6,1,info,1
P190,P182,after,112.0,1,info,1
P190,P115,after,17.3,1,shelter,0
P190,P153,after,17.8,1,money,0
P190,P206,after,39.8,1,money,0
P190,O012,after,92.4,1,shelter,0
P191,P084,after,11.8,1,info,1
P192,P113,after,8.1,1,money,1
P193,P155,after,16.4,1,food,0
P194,P082,after,46.9,1,shelter,1
P194,P032,after,22.3,1,food,1
P194,P151,after,21.7,1,food,0
P194,P014,after,27.5,1,info,0
P194,P158,after,33.1,1,food,1
P195,P217,after,21.1,1,shelter,1
P195,P128,after,47.3,1,info,0
P196,P120,after,52.7,1,shelter,1
P196,P115,after,22.3,1,info,0
P196,P112,after,47.7,2,food,0
P198,P003,after,42.2,1,food,0
P198,P053,after,9.5,1,info,0
P198,P061,after,22.7,1,food,1
P198,P019,after,34.1,1,shelter,0
P200,P105,after,24.6,1,food,1
P201,P132,after,32.4,1,food,1
P202,P101,after,19.3,1,info,0
P202,O005,after,10.0,1,food,0
P202,P137,after,6.3,1,money,0
P203,O022,after,27.6,1,food,0
P204,P175,after,43.3,1,shelter,0
P204,P046,after,39.1,1,food,1
P204,P076,after,40.1,1,food,1
P204,P016,after,28.0,1,info,0
P205,P115,after,33.6,1,shelter,1
P205,P155,after,70.5,1,money,0
P205,P053,after,139.5,1,info,1
P205,P129,after,28.0,1,info,0
P205,O019,after,8.6,1,food,1
P206,P192,after,82.2,1,money,0
P206,P172,after,88.3,1,food,1
P207,O012,after,25.6,1,shelter,1
P208,P160,after,9.1,1,shelter,0
P208,P115,after,67.8,1,shelter,1
P208,P211,after,6.4,1,info,0
P208,P004,after,21.3,1,food,0
P209,P037,after,59.7,1,info,0
P209,O015,after,85.2,1,info,0
P209,P205,after,36.1,1,shelter,0
P209,P075,after,34.1,1,shelter,0
P209,P003,after,58.2,1,food,1
P210,P088,after,51.7,1,money,0
P210,O023,after,28.6,1,shelter,1
P211,O009,after,14.0,1,shelter,1
P212,P203,after,18.9,1,food,1
P212,P205,after,45.9,1,info,1
P212,P058,after,17.6,1,money,0
P213,P192,after,43.5,1,shelter,0
P213,P211,after,64.3,1,info,1
P213,P047,after,43.6,1,food,1
P215,P031,after,33.7,1,shelter,0
P215,O014,after,42.5,1,money,0
P215,P211,after,22.8,1,food,0
P215,P043,after,48.3,1,shelter,0
P216,O010,after,96.1,1,food,0
P217,O014,after,8.0,1,shelter,1
P218,P066,after,110.5,1,shelter,1
P218,O022,after,12.6,1,food,1
P218,P016,after,27.8,1,food,1
P218,P004,after,48.2,1,shelter,1
P219,P006,after,19.5,1,shelter,0
P219,P100,after,41.5,1,food,0
P220,P041,after,49.8,1,food,0
P220,P010,after,5.8,1,shelter,0
P220,P148,after,98.7,2,food,0
P221,P095,after,39.9,1,shelter,0
P221,P189,after,34.6,1,food,1
P222,P093,after,13.4,1,shelter,0
P222,P119,after,13.3,1,food,0
O001,P211,after,23.0,1,money,0
O001,P118,after,48.7,1,info,0
O001,O014,after,2.4,1,food,0
O001,P216,after,58.5,1,food,0
O002,P198,after,15.2,1,food,0
O002,O019,after,19.6,1,info,1
O002,P053,after,47.8,2,money,0
O002,P019,after,12.1,1,shelter,0
O003,P193,after,41.4,1,info,0
O003,P102,after,47.3,1,food,1
O003,P054,after,75.0,1,food,1
O003,P009,after,132.8,1,money,0
O003,P109,after,44.5,1,info,0
O004,P164,after,98.0,1,food,0
O004,P155,after,8.2,1,money,0
O004,O012,after,33.3,1,shelter,1
O004,P209,after,11.8,1,food,0
O004,P207,after,14.7,1,info,0
O005,P100,after,46.7,1,food,0
O005,P132,after,22.6,1,food,0
O005,P101,after,39.9,1,info,0
O005,P104,after,27.4,1,food,0
O006,P114,after,31.3,1,info,0
O006,P122,after,21.7,1,info,0
O006,P065,after,104.6,1,info,0
O007,P066,after,28.8,1,shelter,0
O007,P104,after,93.8,1,shelter,1
O008,P211,after,41.4,1,info,1
O008,P156,after,9.9,1,shelter,1
O008,O022,after,49.2,1,food,0
O008,P093,after,65.2,2,food,0
O008,P152,after,34.9,1,money,1
O009,P183,after,37.4,1,food,0
O009,P041,after,48.9,1,food,0
O009,P093,after,12.5,1,food,0
O010,P043,after,31.1,1,money,0
O010,P216,after,37.8,1,info,0
O010,O001,after,30.2,1,info,0
O011,P049,after,4.1,1,food,1
O011,P109,after,22.4,1,money,1
O011,P063,after,38.1,1,food,0
O011,P054,after,24.7,1,food,0
O011,O024,after,27.0,1,shelter,0
O011,P019,after,24.5,1,food,1
O011,P065,after,11.1,1,shelter,0
O011,P212,after,1.6,1,food,0
O011,P130,after,36.0,1,money,0
O012,P036,after,28.7,1,food,0
O012,P039,after,17.4,1,info,0
O012,P190,after,11.9,1,food,0
O012,P029,after,49.6,1,info,0
O012,P148,after,50.6,1,food,1
O013,P208,after,47.7,1,food,0
O013,P215,after,29.1,1,shelter,0
O014,P211,after,77.7,2,food,0
O014,P030,after,65.0,1,info,0
O015,P093,after,22.6,1,food,1
O015,P028,after,209.0,2,shelter,0
O015,P164,after,48.5,1,info,0
O015,P221,after,25.1,1,info,1
O016,P072,after,29.1,1,info,0
O016,P204,after,36.9,1,shelter,1
O016,P027,after,88.2,1,food,0
O016,O008,after,77.9,2,money,0
O016,O022,after,36.9,1,money,0
O016,P157,after,25.5,1,food,1
O016,P107,after,107.3,1,money,0
O016,P110,after,36.0,1,info,1
O016,O014,after,32.6,1,food,1
O016,P041,after,113.7,2,food,0
O016,P124,after,56.4,1,food,0
O017,P143,after,44.2,1,food,1
O017,P167,after,13.9,1,food,0
O019,O026,after,42.2,2,info,0
O019,P071,after,12.0,1,info,0
O019,P059,after,27.1,1,food,0
O019,P163,after,13.2,1,food,0
O019,P034,after,15.6,1,shelter,1
O020,P209,after,12.0,1,info,0
O020,P176,after,16.5,1,food,0
O020,P017,after,40.3,1,info,1
O020,P073,after,36.4,1,shelter,1
O020,P205,after,46.4,1,money,0
O021,P094,after,50.3,1,food,1
O021,P047,after,55.7,1,info,1
O021,P078,after,27.7,1,food,0
O021,P121,after,75.3,1,money,0
O021,P186,after,14.2,1,info,0
O021,P197,after,12.6,1,info,0
O021,P158,after,111.5,1,shelter,0
O022,P119,after,12.9,1,food,0
O022,P107,after,5.9,1,info,0
O022,P206,after,21.6,1,food,1
O022,P041,after,45.1,1,money,0
O022,P065,after,5.8,1,info,1
O023,P056,after,51.6,1,food,1
O023,P132,after,18.9,1,food,0
O023,P178,after,31.2,1,food,0
O024,P212,after,10.6,1,info,0
O025,P170,after,3.9,1,food,0
O026,P050,after,41.2,1,shelter,0
O026,P195,after,21.5,1,shelter,0
O027,P119,after,11.6,1,info,0
O027,P138,after,64.3,1,food,0
O028,P115,after,71.7,1,info,0
O028,O026,after,53.8,1,food,0
O028,P213,after,33.2,1,info,0
O028,P076,after,17.7,1,food,1
